Assists,AssistsPercentage,BlockedShots,BlocksPercentage,DefensiveRebounds,DefensiveReboundsPercentage,DoubleDoubles,EffectiveFieldGoalsPercentage,FantasyPoints,FantasyPointsDraftKings,FantasyPointsFanDuel,FantasyPointsFantasyDraft,FantasyPointsYahoo,FieldGoalsAttempted,FieldGoalsMade,FieldGoalsPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowsPercentage,Games,GlobalTeamID,IsClosed,Losses,Minutes,Name,OffensiveRebounds,OffensiveReboundsPercentage,OpponentPosition,OpponentStat,PersonalFouls,PlayerEfficiencyRating,PlusMinus,Points,Possessions,Rebounds,Season,SeasonType,Seconds,StatID,Steals,StealsPercentage,Team,TeamID,ThreePointersAttempted,ThreePointersMade,ThreePointersPercentage,TotalReboundsPercentage,TripleDoubles,TrueShootingAttempts,TrueShootingPercentage,TurnOversPercentage,Turnovers,TwoPointersAttempted,TwoPointersMade,TwoPointersPercentage,Updated,UsageRatePercentage,Wins
2707.1,,688.6,,3242.4,,57.5,64.1,20843.4,22354.0,22272.5,22354.0,22272.5,7866.5,3954.6,56.7,1879.8,1532.7,91.9,82,20000026,False,24,22248,Golden State Warriors,778.8,,,"{'StatID': 400451, 'TeamID': 26, 'SeasonType': 1, 'Season': 2018, 'Name': 'Golden State Warriors', 'Team': 'GS', 'Wins': 24, 'Losses': 58, 'OpponentPosition': None, 'Possessions': 9166.0, 'GlobalTeamID': 20000026, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 18951.7, 'Minutes': 22212, 'Seconds': 23, 'FieldGoalsMade': 3714.6, 'FieldGoalsAttempted': 8316.1, 'FieldGoalsPercentage': 50.4, 'EffectiveFieldGoalsPercentage': 56.8, 'TwoPointersMade': 2753.3, 'TwoPointersAttempted': 5620.3, 'TwoPointersPercentage': 55.2, 'ThreePointersMade': 961.3, 'ThreePointersAttempted': 2695.8, 'ThreePointersPercentage': 40.2, 'FreeThrowsMade': 1542.9, 'FreeThrowsAttempted': 2034.2, 'FreeThrowsPercentage': 85.4, 'OffensiveRebounds': 1006.4, 'DefensiveRebounds': 2918.9, 'Rebounds': 3925.3, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2178.5, 'Steals': 805.8, 'BlockedShots': 337.0, 'Turnovers': 1245.3, 'PersonalFouls': 1706.3, 'Points': 9933.4, 'TrueShootingAttempts': 9211.2, 'TrueShootingPercentage': 60.7, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 20094.5, 'FantasyPointsDraftKings': 20362.9, 'FantasyPointsYahoo': 20094.5, 'PlusMinus': -2774.7, 'DoubleDoubles': 73.3, 'TripleDoubles': 1.1, 'FantasyPointsFantasyDraft': 20362.9, 'IsClosed': False, 'OpponentStat': None}",1811.1,,2760.0,10485.6,9166.0,4021.1,2018,1,0,400447,740.4,,GS,26,2671.0,1043.6,44.1,,5.6,8693.6,68.0,,1386.2,5195.5,2911.0,63.1,2018-06-24T20:19:33,,58
1992.5,,442.9,,3182.6,,107.1,62.1,19426.8,21116.9,20657.5,21116.9,20657.5,7781.9,3577.1,51.8,2322.7,1813.3,88.0,82,20000022,False,17,22262,Houston Rockets,832.9,,,"{'StatID': 400450, 'TeamID': 22, 'SeasonType': 1, 'Season': 2018, 'Name': 'Houston Rockets', 'Team': 'HOU', 'Wins': 17, 'Losses': 65, 'OpponentPosition': None, 'Possessions': 8996.7, 'GlobalTeamID': 20000022, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 18272.1, 'Minutes': 22267, 'Seconds': 60, 'FieldGoalsMade': 3656.0, 'FieldGoalsAttempted': 7910.4, 'FieldGoalsPercentage': 52.1, 'EffectiveFieldGoalsPercentage': 58.7, 'TwoPointersMade': 2721.7, 'TwoPointersAttempted': 5243.9, 'TwoPointersPercentage': 58.5, 'ThreePointersMade': 934.3, 'ThreePointersAttempted': 2666.5, 'ThreePointersPercentage': 39.4, 'FreeThrowsMade': 1353.5, 'FreeThrowsAttempted': 1814.5, 'FreeThrowsPercentage': 84.1, 'OffensiveRebounds': 801.3, 'DefensiveRebounds': 3086.9, 'Rebounds': 3888.2, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2069.2, 'Steals': 688.6, 'BlockedShots': 409.1, 'Turnovers': 1292.7, 'PersonalFouls': 1881.0, 'Points': 9599.8, 'TrueShootingAttempts': 8708.8, 'TrueShootingPercentage': 62.1, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 19369.7, 'FantasyPointsDraftKings': 19674.6, 'FantasyPointsYahoo': 19369.7, 'PlusMinus': -3926.5, 'DoubleDoubles': 58.6, 'TripleDoubles': 4.5, 'FantasyPointsFantasyDraft': 19674.6, 'IsClosed': False, 'OpponentStat': None}",1800.9,,3908.4,10383.1,8996.7,4015.5,2018,1,6,400446,787.8,,HOU,22,3910.7,1415.5,40.8,,5.6,8803.9,66.5,,1225.0,3871.2,2161.6,62.9,2018-06-24T20:19:33,,65
2050.0,,384.3,,3027.1,,55.2,59.2,18735.6,20024.0,19931.3,20024.0,19931.3,7981.4,3769.8,53.2,1772.8,1380.6,87.8,82,20000013,False,34,22260,Indiana Pacers,888.1,,,"{'StatID': 401683, 'TeamID': 13, 'SeasonType': 1, 'Season': 2018, 'Name': 'Indiana Pacers', 'Team': 'IND', 'Wins': 34, 'Losses': 48, 'OpponentPosition': None, 'Possessions': 8856.6, 'GlobalTeamID': 20000013, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 18497.7, 'Minutes': 22245, 'Seconds': 21, 'FieldGoalsMade': 3640.2, 'FieldGoalsAttempted': 7839.4, 'FieldGoalsPercentage': 52.3, 'EffectiveFieldGoalsPercentage': 59.4, 'TwoPointersMade': 2659.7, 'TwoPointersAttempted': 5025.3, 'TwoPointersPercentage': 59.6, 'ThreePointersMade': 980.5, 'ThreePointersAttempted': 2814.1, 'ThreePointersPercentage': 39.2, 'FreeThrowsMade': 1367.1, 'FreeThrowsAttempted': 1805.5, 'FreeThrowsPercentage': 85.3, 'OffensiveRebounds': 944.4, 'DefensiveRebounds': 3023.7, 'Rebounds': 3968.2, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2143.6, 'Steals': 649.2, 'BlockedShots': 481.2, 'Turnovers': 1368.2, 'PersonalFouls': 1705.2, 'Points': 9628.0, 'TrueShootingAttempts': 8633.8, 'TrueShootingPercentage': 62.9, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 19628.1, 'FantasyPointsDraftKings': 19998.3, 'FantasyPointsYahoo': 19628.1, 'PlusMinus': -639.0, 'DoubleDoubles': 80.0, 'TripleDoubles': 5.6, 'FantasyPointsFantasyDraft': 19998.3, 'IsClosed': False, 'OpponentStat': None}",1740.1,,634.5,9755.3,8856.6,3915.2,2018,1,25,401663,811.4,,IND,13,2265.3,835.1,41.6,,0.0,8761.4,62.8,,1184.5,5716.1,2934.7,57.8,2018-06-24T20:19:33,,48
2064.7,,419.2,,3119.5,,77.8,59.4,18989.5,20400.4,20117.6,20400.4,20117.6,7891.3,3721.4,53.2,2361.1,1753.6,83.7,82,20000028,False,40,22207,Los Angeles Clippers,935.4,,,"{'StatID': 402486, 'TeamID': 28, 'SeasonType': 1, 'Season': 2018, 'Name': 'Los Angeles Clippers', 'Team': 'LAC', 'Wins': 40, 'Losses': 42, 'OpponentPosition': None, 'Possessions': 9083.1, 'GlobalTeamID': 20000028, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 19675.1, 'Minutes': 22208, 'Seconds': 0, 'FieldGoalsMade': 3716.8, 'FieldGoalsAttempted': 8105.4, 'FieldGoalsPercentage': 51.7, 'EffectiveFieldGoalsPercentage': 58.6, 'TwoPointersMade': 2724.0, 'TwoPointersAttempted': 5313.8, 'TwoPointersPercentage': 57.8, 'ThreePointersMade': 992.9, 'ThreePointersAttempted': 2791.6, 'ThreePointersPercentage': 40.1, 'FreeThrowsMade': 1642.0, 'FreeThrowsAttempted': 2100.7, 'FreeThrowsPercentage': 88.1, 'OffensiveRebounds': 981.6, 'DefensiveRebounds': 3049.7, 'Rebounds': 4031.3, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2270.9, 'Steals': 787.8, 'BlockedShots': 520.7, 'Turnovers': 1254.4, 'PersonalFouls': 2030.9, 'Points': 10068.6, 'TrueShootingAttempts': 9029.7, 'TrueShootingPercentage': 62.9, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 20983.5, 'FantasyPointsDraftKings': 21127.0, 'FantasyPointsYahoo': 20983.5, 'PlusMinus': -22.5, 'DoubleDoubles': 80.0, 'TripleDoubles': 4.5, 'FantasyPointsFantasyDraft': 21127.0, 'IsClosed': False, 'OpponentStat': None}",1846.0,,16.9,10072.0,9083.1,4054.9,2018,1,0,402480,708.9,,LAC,28,2474.9,875.7,39.9,,2.3,8930.1,63.6,,1301.7,5416.4,2845.7,59.2,2018-06-24T20:19:33,,42
2195.4,,437.3,,3295.3,,100.3,58.3,19305.3,20846.4,20457.1,20846.4,20457.1,8169.6,3761.9,51.8,2152.6,1537.2,80.5,82,20000027,False,47,22423,Los Angeles Lakers,986.1,,,"{'StatID': 402485, 'TeamID': 27, 'SeasonType': 1, 'Season': 2018, 'Name': 'Los Angeles Lakers', 'Team': 'LAL', 'Wins': 47, 'Losses': 35, 'OpponentPosition': None, 'Possessions': 9330.4, 'GlobalTeamID': 20000027, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 19654.1, 'Minutes': 22453, 'Seconds': 52, 'FieldGoalsMade': 3793.5, 'FieldGoalsAttempted': 8310.5, 'FieldGoalsPercentage': 51.4, 'EffectiveFieldGoalsPercentage': 58.0, 'TwoPointersMade': 2829.9, 'TwoPointersAttempted': 5527.9, 'TwoPointersPercentage': 57.7, 'ThreePointersMade': 963.6, 'ThreePointersAttempted': 2782.6, 'ThreePointersPercentage': 39.0, 'FreeThrowsMade': 1580.1, 'FreeThrowsAttempted': 2077.1, 'FreeThrowsPercentage': 85.8, 'OffensiveRebounds': 948.9, 'DefensiveRebounds': 3197.3, 'Rebounds': 4146.2, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2178.5, 'Steals': 768.6, 'BlockedShots': 503.8, 'Turnovers': 1264.5, 'PersonalFouls': 1892.2, 'Points': 10130.6, 'TrueShootingAttempts': 9224.4, 'TrueShootingPercentage': 61.9, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 20926.5, 'FantasyPointsDraftKings': 21114.1, 'FantasyPointsYahoo': 20926.5, 'PlusMinus': 717.9, 'DoubleDoubles': 89.0, 'TripleDoubles': 3.4, 'FantasyPointsFantasyDraft': 21114.1, 'IsClosed': False, 'OpponentStat': None}",1956.5,,-719.0,9987.5,9330.4,4281.5,2018,1,40,402479,714.5,,LAL,27,2686.8,926.4,38.9,,3.4,9116.8,61.8,,1416.6,5482.9,2835.5,58.3,2018-06-24T20:19:33,,35
1991.4,,446.3,,2868.2,,63.1,56.4,17604.3,18983.5,18742.6,18983.5,18742.6,7650.1,3395.7,50.0,1952.0,1533.8,88.6,82,20000021,False,60,22205,Memphis Grizzlies,879.1,,,"{'StatID': 401690, 'TeamID': 21, 'SeasonType': 1, 'Season': 2018, 'Name': 'Memphis Grizzlies', 'Team': 'MEM', 'Wins': 60, 'Losses': 22, 'OpponentPosition': None, 'Possessions': 8726.3, 'GlobalTeamID': 20000021, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 18683.2, 'Minutes': 22207, 'Seconds': 0, 'FieldGoalsMade': 3432.8, 'FieldGoalsAttempted': 7423.5, 'FieldGoalsPercentage': 52.1, 'EffectiveFieldGoalsPercentage': 59.6, 'TwoPointersMade': 2447.8, 'TwoPointersAttempted': 4744.7, 'TwoPointersPercentage': 58.2, 'ThreePointersMade': 985.0, 'ThreePointersAttempted': 2678.9, 'ThreePointersPercentage': 41.5, 'FreeThrowsMade': 1902.4, 'FreeThrowsAttempted': 2474.9, 'FreeThrowsPercentage': 86.7, 'OffensiveRebounds': 880.2, 'DefensiveRebounds': 3046.3, 'Rebounds': 3926.5, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2046.6, 'Steals': 747.2, 'BlockedShots': 474.5, 'Turnovers': 1294.9, 'PersonalFouls': 1886.6, 'Points': 9753.1, 'TrueShootingAttempts': 8512.5, 'TrueShootingPercentage': 64.6, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 19904.8, 'FantasyPointsDraftKings': 20112.4, 'FantasyPointsYahoo': 19904.8, 'PlusMinus': 2864.8, 'DoubleDoubles': 58.6, 'TripleDoubles': 3.4, 'FantasyPointsFantasyDraft': 20112.4, 'IsClosed': False, 'OpponentStat': None}",2141.3,,-2868.2,9179.4,8726.3,3747.3,2018,1,0,401670,692.0,,MEM,21,2425.3,854.3,39.7,,1.1,8508.9,60.7,,1335.5,5224.8,2541.4,54.8,2018-06-24T20:19:33,,22
2098.5,,492.5,,3156.7,,60.9,58.6,18646.0,20078.6,19838.4,20078.6,19838.4,7886.7,3588.4,51.3,1804.3,1362.5,85.1,82,20000004,False,38,22463,Miami Heat,859.9,,,"{'StatID': 401679, 'TeamID': 4, 'SeasonType': 1, 'Season': 2018, 'Name': 'Miami Heat', 'Team': 'MIA', 'Wins': 38, 'Losses': 44, 'OpponentPosition': None, 'Possessions': 8892.6, 'GlobalTeamID': 20000004, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 18183.2, 'Minutes': 22458, 'Seconds': 50, 'FieldGoalsMade': 3482.4, 'FieldGoalsAttempted': 7745.9, 'FieldGoalsPercentage': 50.7, 'EffectiveFieldGoalsPercentage': 57.1, 'TwoPointersMade': 2597.7, 'TwoPointersAttempted': 5287.9, 'TwoPointersPercentage': 55.3, 'ThreePointersMade': 884.7, 'ThreePointersAttempted': 2458.0, 'ThreePointersPercentage': 40.6, 'FreeThrowsMade': 1663.5, 'FreeThrowsAttempted': 2124.4, 'FreeThrowsPercentage': 88.2, 'OffensiveRebounds': 838.5, 'DefensiveRebounds': 3146.6, 'Rebounds': 3985.1, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 1938.4, 'Steals': 694.2, 'BlockedShots': 427.1, 'Turnovers': 1262.2, 'PersonalFouls': 1788.5, 'Points': 9513.0, 'TrueShootingAttempts': 8680.6, 'TrueShootingPercentage': 61.8, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 19304.6, 'FantasyPointsDraftKings': 19562.5, 'FantasyPointsYahoo': 19304.6, 'PlusMinus': -218.6, 'DoubleDoubles': 68.7, 'TripleDoubles': 2.3, 'FantasyPointsFantasyDraft': 19562.5, 'IsClosed': False, 'OpponentStat': None}",1857.3,,218.6,9557.0,8892.6,4016.6,2018,1,28,401659,699.9,,MIA,4,2825.4,1017.7,40.6,,0.0,8680.6,62.0,,1263.4,5061.4,2570.7,57.3,2018-06-24T20:19:33,,44
2142.4,,498.1,,2899.8,,73.3,59.8,18856.4,20168.8,20162.6,20168.8,20162.6,7670.4,3670.6,54.0,2158.2,1689.4,88.2,82,20000015,False,38,22342,Milwaukee Bucks,774.2,,,"{'StatID': 401685, 'TeamID': 15, 'SeasonType': 1, 'Season': 2018, 'Name': 'Milwaukee Bucks', 'Team': 'MIL', 'Wins': 38, 'Losses': 44, 'OpponentPosition': None, 'Possessions': 8888.8, 'GlobalTeamID': 20000015, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 18668.9, 'Minutes': 22341, 'Seconds': 37, 'FieldGoalsMade': 3616.5, 'FieldGoalsAttempted': 7732.3, 'FieldGoalsPercentage': 52.7, 'EffectiveFieldGoalsPercentage': 59.5, 'TwoPointersMade': 2682.3, 'TwoPointersAttempted': 5224.8, 'TwoPointersPercentage': 57.8, 'ThreePointersMade': 934.3, 'ThreePointersAttempted': 2507.6, 'ThreePointersPercentage': 42.0, 'FreeThrowsMade': 1700.6, 'FreeThrowsAttempted': 2170.6, 'FreeThrowsPercentage': 88.2, 'OffensiveRebounds': 920.8, 'DefensiveRebounds': 3027.1, 'Rebounds': 3947.9, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2185.3, 'Steals': 659.3, 'BlockedShots': 412.5, 'Turnovers': 1358.0, 'PersonalFouls': 1839.3, 'Points': 9868.0, 'TrueShootingAttempts': 8687.4, 'TrueShootingPercentage': 64.0, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 19740.6, 'FantasyPointsDraftKings': 20134.1, 'FantasyPointsYahoo': 19740.6, 'PlusMinus': 138.6, 'DoubleDoubles': 75.5, 'TripleDoubles': 5.6, 'FantasyPointsFantasyDraft': 20134.1, 'IsClosed': False, 'OpponentStat': None}",1972.2,,-158.9,9839.8,8888.8,3674.0,2018,1,37,401665,808.1,,MIL,15,2278.8,809.2,40.0,,3.4,8620.0,64.4,,1218.3,5391.6,2861.5,59.8,2018-06-24T20:19:33,,44
2098.5,,388.8,,2924.6,,119.5,58.9,19168.9,20456.7,20334.2,20456.7,20334.2,7958.9,3792.4,53.6,2231.5,1794.2,90.6,82,20000016,False,35,22330,Minnesota Timberwolves,956.8,,,"{'StatID': 401686, 'TeamID': 16, 'SeasonType': 1, 'Season': 2018, 'Name': 'Minnesota Timberwolves', 'Team': 'MIN', 'Wins': 35, 'Losses': 47, 'OpponentPosition': None, 'Possessions': 8866.5, 'GlobalTeamID': 20000016, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 18571.7, 'Minutes': 22314, 'Seconds': 52, 'FieldGoalsMade': 3716.8, 'FieldGoalsAttempted': 7820.3, 'FieldGoalsPercentage': 53.5, 'EffectiveFieldGoalsPercentage': 60.7, 'TwoPointersMade': 2713.8, 'TwoPointersAttempted': 5081.6, 'TwoPointersPercentage': 60.2, 'ThreePointersMade': 1003.0, 'ThreePointersAttempted': 2738.6, 'ThreePointersPercentage': 41.2, 'FreeThrowsMade': 1477.5, 'FreeThrowsAttempted': 1896.7, 'FreeThrowsPercentage': 87.8, 'OffensiveRebounds': 900.5, 'DefensiveRebounds': 2956.1, 'Rebounds': 3856.6, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2210.0, 'Steals': 597.3, 'BlockedShots': 429.4, 'Turnovers': 1338.9, 'PersonalFouls': 1928.3, 'Points': 9914.2, 'TrueShootingAttempts': 8654.8, 'TrueShootingPercentage': 64.6, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 19598.4, 'FantasyPointsDraftKings': 20062.3, 'FantasyPointsYahoo': 19598.4, 'PlusMinus': -1036.8, 'DoubleDoubles': 80.0, 'TripleDoubles': 4.5, 'FantasyPointsFantasyDraft': 20062.3, 'IsClosed': False, 'OpponentStat': None}",1684.9,,1026.7,10120.5,8866.5,3881.4,2018,1,30,401666,776.5,,MIN,16,2079.3,741.6,40.2,,0.0,8940.7,63.8,,1087.6,5879.6,3050.8,58.5,2018-06-24T20:19:33,,47
2473.8,,545.5,,3296.5,,137.5,61.0,20191.2,21753.1,21477.1,21753.1,21477.1,8160.6,3944.5,54.4,1933.9,1492.1,87.0,82,20000023,False,34,22482,New Orleans Pelicans,802.4,,,"{'StatID': 401691, 'TeamID': 23, 'SeasonType': 1, 'Season': 2018, 'Name': 'New Orleans Pelicans', 'Team': 'NO', 'Wins': 34, 'Losses': 48, 'OpponentPosition': None, 'Possessions': 9373.0, 'GlobalTeamID': 20000023, 'Updated': '2018-06-24T20:19:33', 'Games': 82, 'FantasyPoints': 19548.4, 'Minutes': 22511, 'Seconds': 19, 'FieldGoalsMade': 3857.7, 'FieldGoalsAttempted': 8496.5, 'FieldGoalsPercentage': 51.2, 'EffectiveFieldGoalsPercentage': 57.8, 'TwoPointersMade': 2853.6, 'TwoPointersAttempted': 5668.8, 'TwoPointersPercentage': 56.7, 'ThreePointersMade': 1004.2, 'ThreePointersAttempted': 2827.6, 'ThreePointersPercentage': 40.0, 'FreeThrowsMade': 1484.3, 'FreeThrowsAttempted': 1892.2, 'FreeThrowsPercentage': 88.4, 'OffensiveRebounds': 998.5, 'DefensiveRebounds': 3205.2, 'Rebounds': 4203.7, 'OffensiveReboundsPercentage': None, 'DefensiveReboundsPercentage': None, 'TotalReboundsPercentage': None, 'Assists': 2194.3, 'Steals': 756.2, 'BlockedShots': 388.8, 'Turnovers': 1281.4, 'PersonalFouls': 1881.0, 'Points': 10203.9, 'TrueShootingAttempts': 9329.0, 'TrueShootingPercentage': 61.6, 'PlayerEfficiencyRating': None, 'AssistsPercentage': None, 'StealsPercentage': None, 'BlocksPercentage': None, 'TurnOversPercentage': None, 'UsageRatePercentage': None, 'FantasyPointsFanDuel': 20693.4, 'FantasyPointsDraftKings': 21033.8, 'FantasyPointsYahoo': 20693.4, 'PlusMinus': -606.3, 'DoubleDoubles': 83.4, 'TripleDoubles': 4.5, 'FantasyPointsFantasyDraft': 21033.8, 'IsClosed': False, 'OpponentStat': None}",1769.4,,606.3,10324.4,9373.0,4098.9,2018,1,22,401671,740.4,,NO,23,2605.6,943.3,40.8,,7.9,9011.5,64.6,,1334.4,5555.0,3001.2,60.9,2018-06-24T20:19:33,,48
